gene_name,indices
RNU6-80P,28388
RNU6-432P,28389
RNU6-689P,28390
RNU6-1024P,28392
RNU6-1042P,28395
RNU6-4P,28396
RNU6-514P,28397
RNU4-52P,28398;275127
SNORA70B,28399
RNU4-31P,28400
RNU6-281P,28401
SNORD15A,28402
SNORA9,28403
RNU6-708P,28404
SNORA20B,28405
SNORA36A,28406
RNU6-1324P,28407
SNORA50A,28410;202497
RNU6-1201P,28411
SNORD49A,28412
RNU6-793P,28416
RNU6-74P,28418
RNU6-675P,28419
RNU6-5P,28421
RNU6-1316P,28423
RNU6-474P,28424
RNU6-17P,28425;206252
RNU6-1145P,28426
RNU6-1144P,28427
RNU6-13P,28428
SNORD61,28432
RNU6-662P,28433
RNU6-40P,28434
RNU6-49P,28436
RNU6-198P,28437
SNORD63,28439;118444;118538
RNU6-610P,28441
RNU6-574P,28442
RNU6-842P,28444;217023
RNU6-524P,28445
RNU6-622P,28447
RNU6-820P,28448
SNORD116-2,28449
RNU6-611P,28451
RNU6-301P,28452
RNU1-2,28453;272960
RNU6-891P,28454
SNORA54,28455;196796
RNU6-318P,28457;28833
RNY4P13,28458
RNU6-72P,28459
RNU6-804P,28460
SNORD116-3,28461
SNORA36C,28462
RNU6-167P,28464
RNU6-975P,28468
RNU6-472P,28471
RNU6-43P,28473
SNORD59A,28474
RNU6-154P,28476
RNY3P14,28478
RNU6-339P,28479
RNU6-3P,28481
RNU6-196P,28482
RNU6-1226P,28483
RNU6-532P,28484
RNU6-886P,28485
SNORD51,28486;208840
SNORA27,28488
RNU6-378P,28489
RNU6-937P,28490
RNU1-8P,28491
RNU6-784P,28492
RNU6-480P,28493
SNORA15B-1,28495
SNORD116-1,28496
RNU5A-2P,28497
RNU6-463P,28499
SNORA16A,28501;201607
RNU6-1207P,28502;191849
RNU6-39P,28503
RNU6-1113P,28506
RNU6-1119P,28507
RNU6-616P,28509
RNU6-171P,28510
RNU6-22P,28511
RNU6-242P,28514
SNORA7B,28515
RNU6-921P,28516
RNU6-517P,28517
SNORD116-8,28520
RNU6-424P,28522
RNU6-614P,28523
RNU6-166P,28525
RNU6-434P,28528
SNORD38C,28531
RNVU1-32,28532
SNORA25,28533
RNU6-16P,28534
RNU6-348P,28535
RNU6-364P,28536
RNU6-31P,28537
SNORD14D,28539
RNU6-1230P,28541
RNU6-591P,28542
RNU6-163P,28544
RNU6-729P,28546;216916
RNA5SP187,28547
SNORD116-7,28551
RNU6-106P,28552
RNU6-452P,28553
RNU6-769P,28554
SNORD116-13,28555
RNU6-869P,28556
RNU6-1297P,28559
SNORA18,28560
RNU6-465P,28564
RNU6-185P,28565
SNORA67,28567
RNU6-933P,28568
RNU1-46P,28569
RNY1P14,28570
RNU6-505P,28571
RNY3P4,28572
RNU6-929P,28573
SNORD116-22,28574
RNU6-1289P,28575
RNU6-549P,28577
RNU6-905P,28578
SNORA68,28581
RNU6-1340P,28582
SNORA15,28583
RNU6-24P,28584
RNU6-1215P,28585
RNU6-1162P,28587
SNORD116-15,28589
RNU1-67P,28590
RNU6-1122P,28593
RNU6-411P,28594
SNORA14B,28595
RNU1-44P,28596
RNU6-843P,28597
RNU6-1157P,28598
RNA5SP122,28599
SNORA10B,28600
RNU6-809P,28602
SNORD116-5,28603
RNU6-649P,28604
RNU6-1026P,28606
SNORD116-12,28609
RNU6-1195P,28610
SNORD38D,28611
RNU6-45P,28612
RNU1-148P,28613
RNU6-800P,28614
RNU6-71P,28615
RNU6-393P,28616
RNVU1-15,28617
RNU6-1035P,28618
RNU6-790P,28620
RNU6-102P,28623
SNORD3H,28624
SNORA80D,28625
RNU1-57P,28627
SNORA70E,28628
RNU6-456P,28629
RNU6-692P,28631
RNU6-900P,28632
RNVU1-2,28633
SNORA37,28636
RNU6-125P,28637
SNORD116-21,28639
RNU6-110P,28640
SNORD45A,28642
RNU6-1065P,28643
SNORD116-29,28646
RNU6-1005P,28648
RNU6-342P,28650
RNU6-1117P,28652
RNU6-880P,28653
RNU6-18P,28654
SNORD116-20,28656
RNU6-35P,28657
RNU6-738P,28658
SNORD116-16,28659
RNU6-15P,28660
RNU6-1241P,28662
RNU6-1081P,28663
SNORA70C,28664
RN7SKP62,28665
RNU6-601P,28666
SNORA70I,28668
RNU6-441P,28669
RNU6-1160P,28670
RNA5SP284,28671
RNU6-831P,28672
SNORD116-24,28673
SNORD20,28674
RNU6-1274P,28679
RNU6-1235P,28680
RNU6-30P,28682
RNU6-851P,28686
RNU6-140P,28687;206911
SNORD7,28688
RNU6-83P,28689
SNORA8,28694
RNU6-1152P,28696
RNU6-145P,28697
RNU6-878P,28698
RNU4-70P,28699
RNU6-1127P,28700
SNORA61,28701
RNU6-429P,28702
SNORA2B,28703
SNORA44,28704
RNU6-1184P,28707
RNU6-160P,28710
RNU1-89P,28711
RNU6-901P,28712
RNY1P4,28713
RNU6-883P,28715
RNU6-636P,28716
RNU6-73P,28718
RNU6-1263P,28719
RNU6-146P,28720
RNU6-680P,28721
RNU6-12P,28722
RNU6-658P,28723
RNU6-296P,28724
RNVU1-1,28725
RNA5SP64,28726
RNU6-225P,28728
SNORA22C,28729
RNU6-1222P,28730
RNU6-306P,28731
RNVU1-17,28732
RNU6-540P,28734
RNU6-1257P,28735
RNU6-2,28737
RNU6-925P,28738
RNU6-14P,28739
RNU6-178P,28740
RNU6-422P,28741
RNU6-939P,28743
RNU6-297P,28745
RNU6-29P,28746
RNU6-665P,28748
SNORD116-23,28751
RNU6-748P,28752
RNU6-950P,28755
RNU6-310P,28759
RNU1-4,28762;272977
SNORA20,28765
RNU6-136P,28766
RNU6-1060P,28767
RNU6-1179P,28769
RNU6-1011P,28770
RNU6-959P,28772
SNORA64,28775;274445
SNORA41,28776;209634
RNU6-455P,28781
RNU6-768P,28782
RNU6-1151P,28783;215758
SNORD38B,28788;199475
RNU6-813P,28789
SNORD30,28790;30150
RNU6-95P,28793
RNU6-906P,28795
RNU6-246P,28797
RNU6-1072P,28798;204256
RNU6-114P,28799
SNORD28,28800
RNU6-541P,28803
RNU6-21P,28804
SNORD116-6,28805
RNU6-417P,28806
SNORD56B,28807
SNORD15B,28808
RNU6-520P,28809
RNU6-19P,28810
RNU6-291P,28812
RNU6-606P,28813
RNU6-535P,28814
RNU6-1104P,28815
RNU6-331P,28816
RNU6-997P,28817
RNU6-476P,28818
RNY3P9,28819
RNU6-1311P,28820
SNORD116-19,28821
RNU6-253P,28822
RNU6-376P,28823
SNORD116-4,28824
SNORA19,28827
RNU6-41P,28828
RNY1P7,28830
SNORA80E,28831
RNU6-286P,28832
RNU6-1067P,28836
RNU6-1044P,28838
SNORD22,28839;118559
RNU6-987P,28841
RNU6-713P,28842
SNORA46,28843
RNY3P10,28845
SNORA7A,28846
SNORD102,28849
RNVU1-14,28850
RNU6-1031P,28853
RNU6-1105P,28854
RNU6-9,28855
RNU6-1237P,28856
RNU1-3,28859;272974
RNU6-555P,28860
SNORA41B,28861
RNU6-59P,28862
SNORA66,28863
RNU6-33P,28864
MIR548C,28866
MIR25,28867
MIR217,28868
MIR521-2,28869
MIR99B,28870
MIR608,28871
MIR633,28872
MIR518C,28873
MIR647,28874
MIR520F,28875
MIR636,28876
MIR578,28877
MIR19B1,28878
MIR635,28879
MIR34C,28880
MIR23B,28881
MIR142,28882
MIR203A,28883
MIR433,28884
MIR9-2,28885
MIR615,28886
MIR363,28887
MIR550A2,28888
MIR661,28889
MIR649,28890
MIR587,28891
MIR583,28892
MIR662,28893
MIR526B,28894
MIR199B,28895
MIR30B,28896
MIR606,28897
MIR196B,28898
MIR181D,28899;243154
MIR135A2,28900
MIR544A,28901
MIR593,28902
MIR508,28903
MIR215,28904
MIR520A,28905
MIR181A2,28906
MIR194-2,28907
MIR490,28908
MIR124-3,28909
MIR520E,28910
MIR598,28911;214899
MIR611,28912
MIR106A,28913
MIR7-1,28914
MIR206,28915
MIR191,28916
MIR554,28917
MIR200A,28918
MIR127,28919
MIR491,28920
MIR19A,28921
MIR149,28922
MIR604,28923
MIR181C,28924;242352
MIR193A,28925
MIR515-2,28926
MIR515-1,28927
MIR3074,28928
MIR144,28929
MIR585,28930
MIR516A2,28931
MIR224,28932
MIR619,28933
MIR205,28934
MIR194-1,28935
MIR128-2,28936
MIR562,28937
MIR581,28938
MIR651,28939
MIR526A1,28940
MIR7-3,28941
MIR641,28942
MIR588,28943
MIR505,28944
MIR521-1,28945
MIR499A,28946
MIR631,28947
MIR595,28948
MIR99A,28949
MIR193B,28950
MIR510,28951
MIR571,28952
MIR512-2,28953
MIR512-1,28954
MIR153-1,28955
MIR192,28956
MIR138-2,28957
MIR570,28958
MIR28,28959
MIR621,28960
MIR558,28961
MIR128-1,28962
MIR489,28963
MIR548AA2,28964
MIR548A2,28965
MIR630,28966
MIR183,28967
MIR592,28968
MIR602,28969
MIR1-2,28970
MIR184,28971
MIR659,28972
MIR573,28973
MIR32,28974
MIR518A2,28975
MIR145,28976
MIR597,28977;216879
MIR211,28978
MIR7-2,28979
MIR548AA1,28980
MIR129-1,28981
MIR518F,28982
MIR639,28983
MIR141,28984
MIR197,28985
MIR20B,28986
MIR525,28987
MIR627,28988
MIR200C,28989
MIR584,28990
MIR572,28991
MIR551B,28992
MIR623,28993
MIR555,28994
MIR186,28995
MIR520B,28996
MIR519A2,28997
MIR222,28998
MIR455,28999
MIR612,29000
MIR449B,29001
MIR556,29002
MIR200B,29003
MIR506,29004
MIR218-1,29005
MIR637,29006
MIR517A,29007
MIR520D,29008
MIR657,29009
MIR181B2,29010
MIR520C,29011
MIR218-2,29012
MIR600,29013
MIR590,29014
MIR487A,29015
MIR495,29016
MIR10B,29017
MIR17,29018
MIR575,29019
MIR518D,29020
MIR29B1,29021
MIR299,29022
MIR553,29023
MIR130B,29024
MIR199A1,29025
MIR452,29026
MIR487B,29027
MIR450A2,29028
MIR580,29029
MIR93,29030
MIR532,29031
MIR181A1,29032
MIR329-1,29033
MIR329-2,29034
MIR617,29035
MIR626,29036
MIR516A1,29037
MIR188,29038
MIR586,29039
MIR568,29040
MIR550A1,29041
MIR642A,29042
MIR548A1,29043
MIR551A,29044
MIR10A,29045
MIR122,29046
MIR15B,29047
MIR648,29048
MIR625,29049
MIR150,29050
MIR564,29051;200415
MIR542,29052
MIR500A,29053
MIR133A1,29054
MIR519C,29055
MIR26A2,29056
MIR29B2,29057
MIR497,29058
MIR451A,29059
MIR155,29060
MIR187,29061
MIR216A,29062
MIR520G,29063
MIR504,29064
MIR646,29065
MIR518A1,29066
MIR599,29067
MIR483,29068
MIR522,29069
MIR95,29070
MIR27A,29071;242507
MIR519E,29072
MIR34B,29073
MIR19B2,29074
MIR605,29075
MIR147A,29076
MIR563,29077
MIR124-2,29078
MIR614,29079
MIR105-2,29080;275073
MIR9-3,29081
MIR545,29082
MIR640,29083
MIR519B,29084
MIR596,29085
MIR30A,29086
MIR650,29087
MIR517B,29088
MIR517C,29089
MIR33B,29090
MIR520H,29091
MIR518B,29092
MIR125B2,29093
MIR27B,29094
MIR34A,29095
MIR514A2,29096
MIR514A3,29097
MIR514A1,29098
MIR498,29099
MIR221,29100
MIR513B,29101
MIR513A1,29102
MIR610,29103
MIRLET7B,29104
MIR559,29106
MIR196A2,29107
MIR516B2,29108
MIR135A1,29109
MIR302A,29110
MIR632,29111
MIR195,29112
MIR603,29113
MIR577,29114
MIR33A,29115
MIR9-1,29116
MIR654,29117
MIR204,29118
MIR146A,29119
MIR511,29120
MIR223,29121
MIR567,29122
MIR552,29123
MIR136,29124
MIR634,29125
MIR574,29126
MIR658,29127
MIR516B1,29128
MIR152,29129
MIR328,29130
MIR214,29131
MIR296,29132
MIR561,29133
MIR624,29134
MIR138-1,29135
MIR219A2,29136
MIR579,29137
MIR105-1,29138;275071
MIR137,29139
MIR656,29140
MIR153-2,29141
MIR496,29142
MIR30C1,29143
MIR569,29144
MIR628,29145
MIR629,29146
MIR29C,29147
MIR620,29148
MIR92A1,29149
MIR507,29150
MIR660,29151
MIR125B1,29152
MIR638,29153
MIR589,29154
MIR557,29155
MIR181B1,29156
MIR607,29157
MIR524,29158
MIR154,29159
MIR527,29160
MIR23A,29161;243618
MIR519D,29162
MIR548B,29163
MIR613,29164
MIR513A2,29165
MIR663A,29166
MIR518E,29167
MIR576,29168
MIR493,29169
MIR182,29170
MIR601,29171
MIR519A1,29172
MIR134,29173
MIR100,29174
MIR325,29175
MIR301A,29176
MIR644A,29177
MIR509-1,29178
MIR431,29179
MIR643,29180
MIR549A,29181
MIR323B,29182
MIR503,29183
MIR16-1,29184
MIR125A,29185
MIR130A,29186
MIR124-1,29187;214412
MIRLET7F2,29188
MIR652,29189
MIR653,29190
MIR362,29191
MIR523,29192
MIR140,29193
MIR645,29194
MIR618,29195
MIR185,29196
MIR199A2,29197
MIR591,29198
MIR485,29199
MIR616,29200
MIR548A3,29201
MIR609,29202
MIR92A2,29203
MIR143,29204
MIR106B,29205
MIR320A,29206
SNORA40B,29207
SNORD94,29208
SNORD73A,29209;275017
SNORA35,29210
SNORD96B,29211
SNORA49,29212
SNORD12C,29213
MT-TL1,29214
SNORD64,29215
SNORD83B,29216
SNORD83A,29217
SNORA48,29218
SNORD105,29219
SNORD41,29220
MIR24-2,29221;243739
RNU11,29222
MT-TF,29223
MT-TV,29224
MT-RNR2,29225
MT-TI,29226
MT-TQ,29227
MT-TM,29228
MT-TW,29229
MT-TA,29230
MT-TN,29231
MT-TC,29232
MT-TY,29233
MT-TS1,29234
MT-TD,29235
MT-TK,29236
MT-TG,29237
MT-TR,29238
MT-TH,29239
RNU6ATAC4P,29240
MT-TS2,29241
MT-TL2,29242
MT-TE,29243
MT-TT,29244
MT-TP,29245
RNU6ATAC2P,29246
RNU6ATAC3P,29247
MIR196A1,29248
SNORA40,29249
RNU6ATAC5P,29250
RNU6ATAC26P,29251
MIR190A,29252
FLG2,29257
NKIRAS1,29268
UFSP1,29269
ABHD18,29275
ADGRG1,29277
ADAMTS7,29278
METTL14,29279
GPX3,29280
GPX1P1,29282
TSNAXIP1,29283
KRT18,29284
KRT18P10,29285
SELENOH,29288
NOX5,29289
STAB2,29292
FAM83H,29295;188807
CCDC158,29296
FOXI2,29298
ACVRL1,29299
STPG3,29301
SCFD2,29303
TMEM266,29304
LRRK1,29305
NSUN5P2,29307;70513
HSPD1P6,29313
SEPTIN14,29316
HYKK,29317
FAM83G,29318
KCNQ3,29319
BLTP2,29320
NCBP3,29321
BMP2K,29322
BORCS6,29323
NT5M,29325
STK38L,29326
DUOX2,29328
ALK,29332
DIAPH1,29334
SACM1L,29335
DCP2,29336
SHISAL2B,29337
H2AJ,29338
RANBP17,29343
LOXL2,29347
CNEP1R1,29348
ATXN2,29352
FAM169A,29354
DNAH2,29359
CCDC150,29360
CCDC154,29361
LRRC4B,29364
ITGAD,29365
RAPGEF3,29368
RYR3,29372
GARS1,29377
PRTG,29381
CFAP69,29382
BICDL2,29389
PRB2,29391
TM6SF2,29392
ATXN7L3,29395
RPH3A,29396
VPS9D1,29397
DNAH6,29398
RPS3AP5,29400
PTPRN2,29401;204149
ADAMTS20,29404
TMEM132D,29407
SIGLEC15,29410
LRP1B,29411
CHRNG,29412
KMT2A,29414
TANC2,29415
SDK1,29416
ZNF841,29418
TBR1,29421
TMEM72,29428
NXPE2,29429
SHOX2,29430
GUCY1B2,29432;132777
GPX2,29435
GXYLT2,29436
CRYBG3,29437
SSC5D,29438
RTF1,29439
TMEM26-AS1,29444
ADAL,29447
CC2D2A,29448
LAMA1,29450
EPHA6,29452
FAXC,29454
MT-RNR1,29455
TSN,29456
BMAL1,29464
TRMT44,29470
GPR149,29471
PKP4,29474
MROH2A,29475
LYST,29479
MRGPRE,29488
DNAH17,29490
UVSSA,29491
CCNK,29499
GLB1L3,29500
TDRKH-AS1,29502
RNF216,29503
COX16,29506
FAM168B,29507
ZFP91-CNTF,29509
CLBA1,29517
IL17REL,29522
PSME4,29524
MIR3065,29531
MIR670,29532
MIR320D1,29533
C8orf44,29534
MIR675,29535;243024
MIR320E,29536
MIR454,29537
MIR671,29538
MIR147B,29539
MIR216B,29540
MIR718,29541
MIR526A2,29542
MIR711,29543
MIR501,29544
MIR320B1,29545
MIR770,29546
MIR760,29547
MIR766,29548;274170
MIR759,29549
MIR769,29550
MIR765,29551
MIR758,29552
MIR767,29553;275072
MIR802,29554
MIR762,29555
IGKC,29556
IGKJ5,29557
IGKJ4,29558
IGKJ3,29559
IGKJ2,29560
IGKJ1,29561
IGKV4-1,29562
IGKV5-2,29563;205195
IGKV3-7,29564;205833
IGKV3-15,29565;205483
IGKV6-21,29566;204340
IGKV1D-33,29567
IGKV2D-26,29568
IGKV3D-20,29569
IGKV6D-41,29570
IGKV3D-11,29571
IGKV1D-42,29572
IGLV4-69,29573
IGLV8-61,29574
IGLV4-60,29575
IGLV6-57,29576
IGLV11-55,29577
IGLV10-54,29578
IGLV5-52,29580
IGLV1-51,29581
IGLV1-50,29582
IGLV5-48,29583
IGLV1-47,29584
IGLV7-46,29585
IGLV5-45,29586;199947
IGLV1-44,29587;201460
IGLV7-43,29588;193703
IGLV1-40,29589;187432
IGLV5-37,29590;202027
IGLV1-36,29591;193231
IGLV2-33,29592;202445
IGLV3-32,29593;200911
IGLV3-27,29594
IGLV3-25,29595
IGLV2-23,29596
IGLV3-22,29597
IGLV3-21,29598
IGLV3-19,29599
IGLV2-18,29600
IGLV3-16,29601
IGLV2-14,29602
IGLV3-12,29603
IGLV2-11,29604
IGLV3-10,29605
IGLV3-9,29606
IGLV4-3,29607
IGLV3-1,29608
IGLJ1,29609
IGLC1,29610
IGLJ2,29611
IGLC2,29612
IGLJ3,29613
IGLC3,29614
IGLJ4,29615
IGLJ5,29616
IGLJ6,29617
GUSBP11,29618;55512
IGLJ7,29619
IGLC7,29620
TRGJ2,29621
TRGJP2,29622
TRGJ1,29623
TRGJP,29624
TRGJP1,29625
TRGV11,29626
TRGV10,29627
TRGV8,29628
TRGV5,29629
TRGV4,29630
TRGV3,29631
TRGV1,29632
TRBV6-1,29633;204202
TRBV4-1,29634;205317
TRBV6-4,29635;206046
TRBV7-3,29636;204514
TRBV5-3,29637;206681
TRBV9,29638;205906
TRBV10-1,29639;204871
TRBV11-1,29640;206734
TRBV6-5,29641;205665
TRBV7-4,29642;205892
TRBV6-6,29643;206528
TRBV5-5,29644;204810
TRBV6-7,29645;204157
TRBV7-6,29646;205846
TRBV5-6,29647;204839
TRBV6-8,29648;205042
TRBV7-7,29649;204193
TRBV5-7,29650;206358
TRBV5-1,29651;205960
TRBV7-5,29652;205724
TRBV3-1,29653;205039
TRBV23OR9-2,29654
TRBV4-2,29655;205125
TRBV19,29656;205245
TRBV20-1,29657;206040
TRBV23-1,29658;206407
TRBV24-1,29659;205684
TRBV25-1,29660;187498
TRBV27,29661;205863
TRBV28,29662;194076
TRBJ2-1,29664;204244
TRBJ2-2,29665;205773
TRBJ2-2P,29666;205792
TRBJ2-3,29667;204473
TRBJ2-4,29668;206401
TRBJ2-5,29669;206707
TRBJ2-6,29670;205590
TRBJ2-7,29671;206231
TRAV1-2,29672
TRAV2,29673
TRAV3,29674
TRAV4,29675
TRAV5,29676
TRAV6,29677
TRAV7,29678
TRAV8-1,29679
TRAV9-1,29680
TRAV10,29681
TRAV12-1,29682
TRAV8-2,29683
TRAV8-3,29684
TRAV13-1,29685
TRAV12-2,29686
TRAV8-4,29687
TRAV13-2,29688
TRAV14DV4,29689
TRAV9-2,29690
TRAV12-3,29691
TRAV8-6,29692
TRAV16,29693
TRAV17,29694
TRAV18,29695
TRAV19,29696
TRAV20,29697
TRAV21,29698
TRAV22,29699
TRAV23DV6,29700
TRDV1,29701
TRAV24,29702
TRAV25,29703
TRAV26-1,29704
TRAV8-7,29705
TRAV27,29706
TRAV29DV5,29707
TRAV26-2,29708
TRAV34,29709
TRAV35,29710
TRAV36DV7,29711
TRAV38-1,29712
TRAV38-2DV8,29713
TRAV39,29714
TRAV40,29715
TRAV41,29716
TRDV2,29717
TRDJ1,29718
TRDJ4,29719
TRDJ2,29720
TRDJ3,29721
TRDC,29722
TRAJ61,29723
TRAJ59,29724
TRAJ58,29725
TRAJ57,29726
TRAJ56,29727
TRAJ54,29728
TRAJ53,29729
TRAJ52,29730
TRAJ50,29731
TRAJ49,29732
TRAJ48,29733
TRAJ47,29734
TRAJ46,29735
TRAJ45,29736
TRAJ44,29737
TRAJ43,29738
TRAJ42,29739
TRAJ41,29740
TRAJ40,29741
TRAJ39,29742
TRAJ38,29743
TRAJ35,29744
TRAJ34,29745
TRAJ33,29746
TRAJ32,29747
TRAJ31,29748
TRAJ30,29749
TRAJ29,29750
TRAJ28,29751
TRAJ27,29752
TRAJ26,29753
TRAJ25,29754
TRAJ24,29755
TRAJ23,29756
TRAJ22,29757
TRAJ21,29758
TRAJ20,29759
TRAJ19,29760
TRAJ18,29761
TRAJ17,29762
TRAJ16,29763
TRAJ14,29764
TRAJ13,29765
TRAJ12,29766
TRAJ11,29767
TRAJ10,29768
TRAJ9,29769
TRAJ8,29770
TRAJ7,29771
TRAJ6,29772
TRAJ5,29773
TRAJ4,29774
TRAJ3,29775
TRAJ2,29776
TRAJ1,29777
IGHA2,29778;196676
IGHE,29779;187656
IGHG1,29780;204051
IGHG4,29781;193964
IGHG2,29782;196165
IGHA1,29783;206283
IGHG3,29786;205377
IGHGP,29787;204898
IGHD,29788;206267
IGHM,29789;199934
IGHJ6,29790;204346
IGHJ2,29791;204802
IGHJ1,29792;206622
IGHD1-26,29793;205603
IGHD5-24,29794;205558
IGHD3-22,29795;206333
IGHD2-21,29796;205227
IGHD6-19,29797;205747
IGHD5-18,29798;204503
IGHD3-16,29799;205955
IGHD2-15,29800;205088
IGHD6-13,29801;205457
IGHD5-12,29802;204527
IGHD3-10,29803;205218
IGHD3-9,29804;205506
IGHD2-8,29805;206078
IGHD5-5,29806;206532
IGHD3-3,29807;205931
IGHD2-2,29808;204440
IGHV6-1,29809;205878
IGHV1-2,29810;205928
IGHV1-3,29811;205572
IGHV2-5,29812;154010
IGHV3-7,29813;206552
IGHV3-11,29814;206578
IGHV3-13,29815;204606
IGHV3-15,29816;205554
IGHV3-16,29817;204396
IGHV1-18,29818;205735
IGHV3-20,29819;204703
IGHV3-21,29820;205575
IGHV3-23,29821;205238
IGHV1-24,29822;206064
IGHV2-26,29823;205072
IGHV4-28,29824;205323
IGHV3-33,29825;204443
IGHV4-34,29826;189025
IGHV3-35,29827;204848
IGHV3-38,29828;204423
IGHV4-39,29829;206189
IGHV1-45,29830;204459
IGHV1-46,29831;204731
IGHV3-48,29832;204918
IGHV3-49,29833;204834
IGHV5-51,29834;195365
IGHV3-53,29835;206002
IGHV1-58,29836;205222
IGHV4-59,29837;194033
IGHV4-61,29838;205555
IGHV3-66,29839;205444
IGHV1-69,29840;205478
IGHV2-70D,29841;204635
IGHV3-73,29842;204349
IGHV7-81,29843
NLRP5,29845
BCAS3,29846
COL23A1,29847
EID2,29849
KRTAP4-4,29850;274741
TSSK1B,29853
PRR22,29857
TAS2R19,29858;163678;204566
TAS2R15P,29859;163149;191852
TAS2R31,29860;163083;204361
TAS2R13,29861;164371;189938
PRSS30P,29863;213022;213318;276372
KRTAP19-1,29865
KRTAP13-3,29866
MIR676,29867
MIR708,29868
MIR509-2,29869
MIR509-3,29870
MIR548U,29871
MIR550A3,29872
MIR374B,29873
MIR548BA,29874
MIR543,29875
MIR320C2,29876
MIR761,29877
MIR764,29878
MIR301B,29879
RNU6-1168P,29880
SNORD67,29882
RNU6-696P,29883
RNA5SP372,29884
RNU6-1320P,29885
RNU6-910P,29888
RNU6-1106P,29889
RNU1-82P,29892
RNA5SP377,29893
RNU6-576P,29894
RNU6-1319P,29895
SNORD66,29896
RNU6-205P,29897
RNU6-763P,29900
RNU1-77P,29902
RNA5SP86,29903
RNU1-149P,29904
RNA5SP207,29906
RNU6-440P,29909
RNU6-258P,29910
RNU6-328P,29912
RNU6-298P,29913
RNU6-127P,29916
RNA5SP91,29917
RNU6-1321P,29920
SNORA48B,29922
RNU6-913P,29923
RNU6-816P,29924
RNU6-604P,29925
RNU6-220P,29926
RNU6-907P,29928
RNU6-747P,29931;191046
SNORD17,29932
RNA5SP18,29933;217889
RNA5SP244,29934
RNU6-930P,29935
RNA5SP219,29937
RNU6-360P,29938;216788
RNU6-278P,29939;273430
RNU6-750P,29940
RNA5SP376,29942
RNU6-1176P,29943
RNA5SP176,29944
RNU6-308P,29945
RNU6-724P,29946
SNORD65C,29947
RNA5SP185,29948
RNU6-788P,29950
RNA5SP292,29953
RNA5SP256,29956
RNU6-578P,29957
SNORD89,29958
SNORD115-46,29959
RNA5SP339,29960
RNU6-239P,29961
SNORD28B,29963
SNORD72,29964
RNU6-821P,29965;196440
RNU6-1009P,29966
RNU6-1154P,29968
SNORD12,29969
RNU6-679P,29970
RNA5SP23,29972
SNORD70B,29973
RNA5SP109,29974
RNU6-1307P,29975
RNU6-1228P,29976
RNU6-129P,29979
RNU6-882P,29981
RNU6-316P,29982
RNU6-244P,29983
RNA5SP297,29984
RNU6-780P,29985
RNA5SP213,29986
RNA5SP210,29988
RNU6-739P,29990
RNU6-823P,29992;216413
RNU6-700P,29993
RNU6-1300P,29995
RNU6-1242P,29996
RNU6-837P,29997
RNU6-550P,29998
RNU6-1177P,29999
RNA5SP332,30001
RNU6-1246P,30002
RNU6-1000P,30004
RNU6-482P,30005
RNA5SP171,30007
RNU6-401P,30008;273650
RNU6-269P,30011
SNORD115-45,30012
SNORD65,30013
RNU6-159P,30014
SNORD113-2,30016
RNU6-817P,30017
RNU6-1055P,30018
RNU6-796P,30019
RNU6-1275P,30020
RNA5SP323,30024
RNU6-1248P,30026
SNORA74B,30027
RNU6-663P,30029
RNY4P18,30030
RNU6-932P,30031
SNORD115,30032;30042
RNU11-3P,30033
SNORD77B,30034
RNY4P36,30036
RNU6-1111P,30037
RNU1-119P,30040
RNA5SP105,30041
RNU11-6P,30043
RNA5SP252,30045;217001
RNU6-1269P,30048
RNU6-243P,30049
SNORA53,30050
RNU6-131P,30052
SNORD90,30053
RNU6-241P,30055
RNU11-4P,30056
SNORD69,30057
RNA5SP286,30058
RNU6-644P,30060
RNU6-695P,30062
RNU6-460P,30063
SNORA12,30065
RNU6-952P,30066
RNU6-754P,30067
RNU6-1158P,30068
RNU1-101P,30069
RNU6-400P,30070
RNU6-530P,30072
RNU6-1197P,30073
SNORA17A,30074
RNU6-1109P,30075
SNORD19,30077
RNU6-332P,30078
RNU6-1093P,30079
RNA5SP465,30080
SNORD86,30081
RNA5SP300,30082
RNA5SP299,30084
RNU6-972P,30085
RNU6-1268P,30088
RNU11-5P,30090
RNU6-1250P,30091
RNU6-918P,30092
RNA5SP212,30093
RNU6-466P,30094
RNA5SP63,30095
SNORD115-47,30096
SNORD70,30101
RNU6-808P,30102
RNA5SP474,30103
RNU6-510P,30106
RNA5SP496,30107
RNU6-337P,30108
RNU6-995P,30109
RNA5SP354,30110
RNU1-78P,30111
RNU6-192P,30114
RNA5SP35,30117
RNU6-630P,30118
RNU6-381P,30119
RNU6-1326P,30120
RNU6-1254P,30123
RNA5SP482,30125
RNU6-903P,30126
RNA5SP467,30127
RNU6-587P,30131
SNORA40C,30133
SNORA26,30134
RNA5SP525,30139
RNU6-876P,30140
RNU6-279P,30142
RNA5SP53,30143
RNU1-56P,30145
SNORA3B,30146
RNU1-139P,30148
RNU6-1239P,30151
SNORD58,30152
RNU6-493P,30155
RNA5SP397,30157
RNA5SP241,30159
KRTAP16-1,30161;163257;274743
KRTAP29-1,30162;164302;164997;274750
KRTAP9-7,30163;163664
KRTAP9-6,30164;165186
KRTAP4-3,30165
CTAGE1,30171;206809
KRTAP4-11,30173;163612;274738
