gene_name,indices
RBM48,4299
CDK6,4300
CDK14,4301
ANKIB1,4302
VPS41,4303
ANLN,4304
EIF4H,4305
GTF2IRD1,4306
BUD23,4307
ADAM28,4308
STMN4,4309
DMTN,4310
LZTS1,4311
R3HCC1,4312
SH2D4A,4313
SLC18A1,4314
PDLIM2,4315
FSCN3,4316
ZNF800,4317
ACAT1,4318
ELMOD1,4319
EXPH5,4320
ADAP1,4321
PMS2,4322
MAD1L1,4323
GET4,4324
RUFY2,4325
HNRNPH3,4326
SLC25A16,4327
CCAR1,4328
REXO2,4329
RBM7P1,4330
SQLE,4331
SNX19,4332
BRINP1,4333
MAPKAP1,4334
GTF2H1,4335;242451
SERGEF,4336
CSRP3,4337
KCNC1,4338
PIK3C2A,4339
FHIP1B,4340
RNF141,4341
HPX,4342
IDE,4343
BTAF1,4344
CCNJ,4345
TCTN3,4346
CPEB3,4347
DAXX,4348;27793;27825;40491;44357;53857
MLN,4349
GLT8D1,4350
RBM6,4351
TMEM115,4352
GNAI2,4353
HYAL1,4354
DOCK3,4355
CACNA2D2,4356
ITIH4,4357
SLIT1,4358
SFRP5,4359
GMEB2,4360
GID8,4361
DIDO1,4362
SLC2A4RG,4363
PCMTD2,4364;191571
PRPF6,4365
TIMP3,4366
SLC5A4,4367
FBXO7,4368
SLC5A1,4369
PISD,4370
EIF2B2,4371
RNF185,4372
TTLL1,4373
MTFP1,4374
TEF,4376
B4GALNT3,4377
PDE6H,4378
ERP27,4379
ETV6,4380
BCL2L14,4381;199373
GABARAPL1,4382
DNM1L,4383
ALG10,4384
PLCZ1,4386
AEBP2,4387
SLCO1C1,4388
ETNK1,4389
ZCRB1,4390
TMEM117,4391
C1RL,4392;242333
NDUFA9,4393
CLSTN3,4394;242509
KLRG1,4395
TAPBPL,4396
CD27,4397
RBP5,4398;243506
PEX5,4399;242443
SLC38A4,4401
AMIGO2,4402
SCAF11,4403
ANP32D,4404
LLPH,4405
MARCHF9,4406
INHBE,4407
GLIPR1,4408
BEST3,4409
PHLDA1,4410
TMEM19,4411
LGR5,4412
CPSF6,4413
SLC6A15,4414
TMTC3,4415
LUM,4416
KERA,4417
SNRPF,4419
AMDHD1,4420
NEDD1,4421
SYCP3,4422
ASCL1,4423
GOLGA2P5,4424
GAS2L3,4425
SLC15A4,4426
TDG,4427
CHFR,4428
SLC46A3,4429
CDK2,4430
SUOX,4431
SLC39A5,4432
CCDC65,4433
TARBP2,4434
GPR84,4435
NPFF,4436
NABP2,4437
SMARCC2,4438
N4BP2L2,4439
MAP3K12,4440
ITGB7,4441
CSAD,4442
ERBB3,4443
LMBR1L,4444
MYG1,4445;274199
ESYT1,4446
TMBIM6,4447
ANKRD52,4448
KRT71,4449
RB1,4450
DIABLO,4451
SBNO1,4452
VPS33A,4453
VPS37B,4454
RHOF,4455
DIAPH3,4456
SLAIN1,4457
RBM26,4458
SRRM4,4460
METTL21C,4461
RNF113B,4462
ZIC5,4463
RAB20,4464
ANKRD10,4465
TTC6,4466
SSTR1,4467
CDH24,4468
REM2,4469
CBLN3,4470
TINF2,4471;213862
NOP9,4472;213790
FITM1,4473;213899
FANCM,4474
PELI2,4476
RTN1,4477
ARMH4,4478
SLC38A6,4479
RDH12,4480
RAB15,4481
WDR89,4482
ESR2,4483
GPR65,4484
PTGR2,4485
JDP2,4486
AK7,4487
FAM181A,4488;188508
ITPK1,4489;190384
FBLN5,4490
TRIP11,4491
DUOXA1,4493
ZNF280D,4494
TCF12,4495
MFAP1,4496
SORD,4497
MYEF2,4498
LYSMD2,4499
SLC27A2,4500
FGF7,4501
HDC,4502
MYZAP,4503
RAD51,4504
GTF2A2,4505
SRP14,4506
DISP2,4507
TTBK2,4508
ANP32A,4509
COMMD4,4510
UBE2Q2,4511
ETFA,4512
BCL2A1,4513
TSPAN3,4514
SKIC8,4515
MAN2C1,4516
TLNRD1,4517
TPM1,4518
ARRDC4,4519
PIF1,4520
USP3,4521
CYP11A1,4522;242429
BBS4,4523
PML,4524
ADAMTS17,4526
CCDC33,4527;242317
HEXA,4528
SCAMP2,4529
RHCG,4530
POLG,4531
RLBP1,4532
WDR93,4533
TICRR,4534
DET1,4535
MFGE8,4536
ZNF710,4538
ST8SIA2,4539
FURIN,4540
IQGAP1,4541
CRTC3,4542
EFL1,4543
SEC11A,4544
SEPTIN12,4545
ABAT,4546
PMM2,4547
PRSS36,4548
ITGAX,4549
ARMC5,4550
FTO,4551
UQCRC2,4552
CDR2,4553
IGSF6,4554;210564
NKD1,4555
DHX38,4556
TXNL4B,4557
MARVELD3,4558
ZFHX3,4559
NUDT7,4560
CMTM2,4561
CDH11,4562
MAP1LC3B,4563
CDH13,4564
ZCCHC14,4565
ADAD2,4566
IRF8,4567
ZNF174,4568
RPL3L,4569;274419
NDUFB10,4570;274422
PDPK1,4571
DEF8,4572
CBFA2T3,4573
GALNS,4574
GAS8,4575
SPG7,4576
MED9,4577
NCOR1,4578
COPS3,4579
GID4,4580
CPNE7,4581
PHF12,4582
PIGS,4583
NEK8,4584
DPEP3,4585
DPEP2,4586
GFOD2,4587
NOB1,4588
PRPSAP2,4589
UNC45B,4591
TSPOAP1,4592
PCTP,4593
OR4D1,4594
KIF2B,4595
EPN3,4596
TOB1,4598
SPATA22,4599
SGSM2,4600
LRRC46,4601
SSH2,4602
RHBDL3,4603
SPACA3,4604
ABCA8,4605
ABCA10,4606
MPP2,4607
G6PC3,4608
CLTC,4609
CHCT1,4610
SS18,4611
CDH2,4613
TAF4B,4614
AFG3L2,4615
IMPA2,4616
GNAL,4617
SLC39A6,4618
DTNA,4619
C18orf21,4620
GALNT1,4621
ASXL3,4622
ADCYAP1,4623
MEP1B,4624
SLC25A52,4625
GAREM1,4626
ESCO1,4627
GATA6,4628
LAMA3,4629
GREB1L,4630
RMC1,4631
NPC1,4632
MYH10,4633
ARRB2,4634
ZMYND15,4636
SAT2,4637
ASGR1,4638
PIK3R5,4639
TP53,4640
CCDC40,4641;273294
ARHGDIA,4642
TTYH2,4643
RAB40B,4644
CSNK1D,4645
FN3KRP,4646
TRIM65,4647
CBX8,4648
SECTM1,4649
RNF157,4650
CEP131,4651
ZNF750,4652
CBX4,4654
CBX2,4655
ARK2C,4656
DYM,4657
ELAC1,4658
MBD1,4659
TNFRSF11A,4661
SERPINB13,4662
SERPINB12,4663
ZCCHC2,4664
CBLN2,4665
PMAIP1,4666
ERBB2,4667
KRT10,4668
PNMT,4669
ARL5C,4670
IGFBP4,4671
TXNL4A,4672
AKAP8,4673
CYP4F22,4674
MISP3,4675;242423
SAMD1,4676;243545
SLC39A3,4677
PLPP2,4678
ZNF544,4679
ZIM3,4680
PRDM15,4681
FEM1A,4682
CIB3,4683
CALR3,4684
SH3GL1,4685
ARMC6,4687
DMRTC2,4688
CCDC97,4689
ZNF45,4690
BCKDHA,4691
ZFP14,4692
ZNF155,4693
SSBP4,4694
SMG9,4695
HUNK,4697
LRRC56,4698;187983
IFNAR1,4699
SOD1,4700
SIK1,4701
DNMT3L,4702
SCYL1,4703
IL19,4704
EMP3,4705
DMWD,4706
SAE1,4707
BCAM,4708
NTN5,4709
GEMIN7,4710
WDR62,4711
FXYD7,4712
ADAMTS10,4713
SLC6A3,4714;196097
RNPEPL1,4715
CAPN10,4716
KIR3DL2,4718;187396;187543;187601;187838;188359;188373;188551;188561;188672;188765;188788;189032;189147;189227;189461;189522;189898;189899;191059;191113;191191;191416;191492;192038;192349;192606;192828;192961;193421;193999;210247;210435;211343;211358;211690;242730
ZNF702P,4719;54408
ZNF581,4720
LILRB4,4721;188029;188253;188605;191421
ZNF816,4722
CACNG8,4723
TIMM29,4726
FBN3,4727
EVI5L,4729
TIMM44,4730
TM4SF5,4731
SLC47A1,4732
KLHDC4,4733
PSMB6,4734
GPR32,4735
ACP4,4736
ZNF473,4737
RPS11,4738
PTH2,4739
SPIB,4740
IGLON5,4741
RCN3,4742
ZNF614,4743
ESPNP,4744
WRAP73,4745
CFAP74,4746
PRDM16,4747
ARHGEF19,4748;272950
PGD,4749
SH3BGRL3,4750
IL22RA1,4751
ZNF593,4752
C1orf216,4753
EVA1B,4754
PLK4,4755
FCN3,4756
ITGB3BP,4757
TINAGL1,4758
MOB3C,4759
CYP4B1,4760
SLC44A3,4761
CTTNBP2NL,4763
PSMA5,4764
CD53,4765
PROK1,4766
CELSR2,4767
GPR161,4768
MPC2,4769
SFT2D2,4770
STYXL2,4771
POU2F1,4772
ILDR2,4773
FCGR2A,4774
NUF2,4775
PRCC,4776
FCRL4,4777
TOR1AIP1,4778
HMCN1,4779
PRUNE1,4780
SF3B4,4781
CGN,4782
S100A11,4783
SETDB1,4784
ADAMTSL4,4785
CTSK,4786
CERS2,4787
ENSA,4788
POGZ,4789
GOLPH3L,4790
KCNH1,4791
EIF2D,4792
VASH2,4793
CRNN,4794
ADAM15,4795
JTB,4796
TPM3,4797
NUP210L,4798
SLC27A3,4799;162300
UBAP2L,4800
GON4L,4801
CREB3L4,4802
KCNN3,4803
CAPN9,4804
ACP1,4805
SDE2,4807
ARF1,4808
ITPKB,4809
CNIH3,4810
LEFTY1,4811
C1orf35,4812
LBR,4813
WNT9A,4814
EPHX1,4815
REN,4816
SOX13,4817
PPFIA4,4818
PLEKHA6,4819
ARL8A,4820
OSR1,4821
GDF7,4822
PDIA6,4823
RHOB,4824
ATP6V1C2,4825
HNRNPLL,4826
GALM,4827
RPL21,4828
ABCG8,4829
CALM2,4830
RPS27A,4831
WDPCP,4832
VPS54,4833
REG3G,4834
ETAA1,4835
SNRPG,4836
CLEC4F,4837
MEIS1,4838
OTOF,4839
TRIM43,4840;274791
CIAO1,4841
MRPS5,4842
ANKRD53,4843
TPRKB,4844;273190
NAT8,4845;273189
EXOC6B,4846
SFXN5,4848
TEX261,4849
DUSP11,4850;273202
SULT1C4,4851
MALL,4853
RALB,4854
C1QL2,4855
TMEM177,4856
SLC20A1,4857
FBLN7,4858
SNRPA1P1,4859
CNGA3,4860
FAHD2B,4861;273516
UBXN4,4862
NXPH2,4863
GPR17,4864
POLR2D,4865
AMMECR1L,4866
SLC4A10,4867
SCRN3,4868
WIPF1,4869
LNPK,4870
TMEFF2,4871
UBR3,4872
KLHL23,4873
METTL21A,4874
UNC80,4875
PTH2R,4876
NRP2,4877
CPO,4878
CASP10,4879
ABCA12,4880
SUMF1,4881
NYAP2,4882
ACKR3,4883
UBE2F,4884
HES6,4885
ANKMY1,4886
DIS3L2,4888
CPNE9,4889
TAMM41,4890;197293
VGLL4,4891
RAB5A,4892
RETREG2,4893
CTDSP1,4894
SLC4A3,4895
CNOT9,4896
MARCHF4,4897
DNPEP,4898
DYNC1LI1,4900
RBMS3,4901
GASK1A,4902
CSRNP1,4903
SLC22A14,4905
CTDSPL,4906
STAC,4907
IQSEC1,4908
RPL32,4909
ARL6IP5,4910
LRIG1,4911
ITIH1,4912
LRTM1,4913
CNPY2,4914
LIMD1,4915
ZKSCAN7,4916;199057
NXPE3,4918
ADGRG7,4919
MYH15,4920
ABHD10,4921
TAGLN3,4922
PLA1A,4923
RABL3,4924
CFAP91,4925
BOC,4926
ATP6V1A,4927
MED12L,4929
EIF2A,4930
ALDH1L1,4931
RNF7,4932
TRPC1,4933
ISY1,4934
FTH1,4935
RUBCN,4936
AMT,4937
TCTA,4938
ABHD14A,4939
NICN1,4940
UCN2,4941
STXBP5L,4942
EAF2,4943
ILDR1,4944
TM4SF19,4945
SLIT2,4946
AHSG,4947
VWA5B2,4948
DGKQ,4949
CENPC,4950
EPHA5,4951
CORIN,4952
ATP10D,4953
OCIAD2,4954
SLC10A4,4955
SLC10A6,4956
SCD5,4957
ENOPH1,4958
CABS1,4959
GC,4960
TRMT10A,4961
KLHL8,4962
PYURF,4963
TBCK,4964
CISD2,4965
DDIT4L,4966
AP1AR,4967
AFG2A,4968
FABP2,4969
CCNA2,4970
USP53,4971
SETD7,4972
NAF1,4973
MARCHF1,4974
SFRP2,4975
RPS3A,4976;274998
PDGFC,4977
GLRA3,4978
ROPN1L,4979
NDUFS6,4980
MARCHF6,4981
NKD2,4982;187736
CDH18,4983
ADAMTS16,4984
SRD5A1,4985
MYO10,4986
OTULINL,4987
RPL37,4988
SKP2,4989
OSMR,4991
UGT3A1,4992
PLK2,4993
GZMA,4994
PELO,4995
HAPLN1,4997
BHMT,4998
ANKRD31,4999
IQGAP2,5000
CRHBP,5001
RASA1,5002
LIX1,5003
GTF2H2,5004;48409;187956
SPATA9,5005
TNFAIP8,5006
FEM1C,5007
COMMD10,5008
MEGF10,5009
ADAMTS19,5010
YIPF5,5011
ARHGAP26,5012
LECT2,5013
SLC25A48,5014
CDKN2AIPNLP2,5015
IL9,5016
TIMD4,5017
RNF145,5018
GABRA6,5019
GABRB2,5020
SPINK7,5021
PCYOX1L,5022
GLRA1,5023
ZNF300,5024
N4BP3,5025
NHP2,5026
FGF18,5028
KCNMB1,5029
MYLK4,5030
FAM217A,5031
FARS2,5032
CDKAL1,5033
PSD2,5034
LRRTM2,5035
ZMAT2,5036
GFRA3,5037
MRS2,5038
H2BC1,5039
KAAG1,5040
TRIM7,5041
HIGD2A,5042
PLA2G7,5043
RNF44,5044
MMUT,5045
ABT1,5047;275038
PPP1R18,5048;27988;38977;54934;56408;57589;57683;60850
DAAM2,5049
PRIM2,5050
MLIP,5051
HMGCLL1,5052
SCUBE3,5053
FGD2,5054
ANO7,5055
CRIP3,5056
NFKBIE,5057
CYP39A1,5058
PHIP,5059
HMGN3,5060
MMS22L,5061
PM20D2,5062
CD164,5063
TBC1D32,5064
CLVS2,5065
GPR6,5066
TAAR2,5067
ARG1,5068
TAAR6,5069
TAAR8,5070
TAAR1,5071
VNN3P,5072;264065
SLC18B1,5073
SLC2A12,5074
SHPRH,5075
AIG1,5076
TIAM2,5077
QKI,5078
PNLDC1,5079
SLC22A3,5080
VWDE,5081
GNA12,5082
FERD3L,5085
EGFR,5086
CDCA5,5087
IGFBP1,5088
KCTD7,5089
PMS2P14,5090
SSC4D,5091
POMZP3,5092;191138
FKBP6P2,5094;41926
CCT6A,5095
PSPH,5096
SUMF2,5097
LAT2,5098
ASB15,5099
GIGYF1,5100
AGBL3,5101
STRA8,5102
ZC3HAV1L,5103
TMEM140,5104
EPHA1,5105;214193
NOM1,5106
ASB10,5107
NLGN4X,5108
DENND2A,5109
TMEM47,5110
SPIN2B,5111
CCNB3,5112
CDK16,5113
ZNF630,5114
CHST7,5115
NDUFB11,5116
RAB41,5117
TAF1,5118
NONO,5119
EBP,5120
AWAT2,5121
SNX12,5122
IL2RG,5123
ZNF711,5124
CPXCR1,5125
RIPPLY1,5127
TBC1D8B,5128
FRMPD3,5129
HTR2C,5130
UPF3B,5131
DOCK11,5132
ARHGAP36,5134
GPR119,5135
CT55,5136
MFHAS1,5137;215670
DLC1,5138;248836
FBXO25,5139
MAGEA4,5140
ATP6V1B2,5142
ADRA1A,5143
CHRNA6,5144
GNRH1,5145
BIN3,5146
DOK2,5147
TNFRSF10B,5148
DOCK5,5149
STAR,5150
ST18,5151
RGS20,5152
TACC1,5153
GINS4,5154
ARMC1,5155
DNAJC5B,5156
CRH,5157
TRIM55,5158
ADHFE1,5159
MRPS28,5160
LACTB2,5161
PRDM14,5162
TERF1,5163
SLC26A7,5165
PSKH2,5166
SYBU,5167
LRP12,5168
RSPO2,5169
EIF3H,5170
NDUFB9,5171
TATDN1,5172;273918
FAM83A,5173
C8orf76,5174
GSDMC,5175;214196
TTTY7,5177
TTTY7B,5178
ZNF16,5179
ARHGAP39,5180
SLC39A4,5181;214338
UHRF2,5182
PLIN2,5184
CDKN2B,5185
IFNA1,5186
ADAMTSL1,5187
IFNK,5188
FBXO10,5189
CNTNAP3B,5190
SIGMAR1,5191
CEP78,5192
NTRK2,5193
TUT7,5194
FAM120A,5195
AOPEP,5196
OR13C4,5197
ZNF462,5198
OR1K1,5199
ASB6,5201
PTGES2,5203
CIZ1,5204
LCN2,5205
PAEP,5206
IDI2,5207
LCN9,5208
PNPLA7,5209
SEC16A,5210
DPH7,5211
CACNA1B,5212
NACC2,5213
PROSER2,5214
USP6NL,5215
MINDY3,5216
CCDC7,5217
NRBF2,5218
TMEM26,5219
PBLD,5220
HERC4,5221
GLUD1,5222
HTR7,5223
RPP30,5224
ADD3,5225
VAX1,5226
NPFFR1,5227
TCF7L2,5228
SORBS1,5229
FUOM,5230
PAOX,5231
CFAP43,5232
PPRC1,5233
ITPRIP,5234
BCCIP,5235
BTBD10,5236
ADM,5237
GAS2,5238
LIN7C,5239
LRRC4C,5240
IMMP1L,5241
SAA4,5242
CARS1,5243;189293
PGAP2,5244
TUT1,5245
SCGB1A1,5246
TRIM6,5247
ZNF214,5248
TNNT3,5249;242341
ZNF215,5250
HSD17B12,5251
SLC1A2,5252
GLYAT,5255
SERPING1,5256
OR5F1,5257
SSRP1,5258
TMX2,5259
SLC43A1,5260
CSTPP1,5261
HIKESHI,5262
SESN3,5263
ENDOD1,5264
CCDC82,5265
ACER3,5266
TENM4,5267
PAK1,5268
RPS3,5269
ZC3H12C,5270
C11orf52,5271
NPAT,5272
ATM,5273
AASDHPPT,5274
PLCB4,5275
LAMTOR1,5276
ST14,5277
GGTLC1,5279
ZNF343,5280
OVOL2,5281
SMOX,5282
MTA2,5283
TMEM138,5284
FADS3,5285
ROM1,5286
EML3,5289
INCENP,5290
ZP1,5291
OOSP2,5292;216850
WDR74,5293
MS4A3,5294;216058
PLCH2,5295;195310
FRG1BP,5296;229828
NINL,5297
MS4A2,5298
BSCL2,5299
EI24,5300
CHEK1,5301
FEZ1,5302
ESAM,5303
CEP164,5304
MPZL2,5305
SCN2B,5306
MPZL3,5307
SIDT2,5308
TAGLN,5309
DUSP15,5310
COMMD7,5311
MYL9,5312
KIAA1755,5313
SLC13A3,5314
OCSTAMP,5315
PIGT,5317
ERGIC3,5319
SPINT4,5320
LSM14B,5322
CABLES2,5324
AIP,5325
LTO1,5326
GPHA2,5327
SLC22A9,5328
NUDT22,5329
FERMT3,5330
PLCB3,5331
MRPL49,5332
CAPN1,5333
CDC42EP2,5334
FAU,5335
TM7SF2,5336
VPS51,5337
TBX6,5338
PPP4C,5339
TLCD3B,5340
HIRIP3,5341
TAOK2,5342
TMEM219,5343
MMP10,5344
CNKSR2,5345
CNTN5,5347
DUSP6,5349
KLRF1,5350
PRB4,5352;194133
OR8K1,5353;164337;274260
OR5M9,5354;274249
CTF1,5355
CWC15,5356
ARID5B,5357
BLTP3B,5358
TMEM218,5359
KIAA1328,5360
FAM124A,5362
MIA2,5363
HNMT,5365
SPOPL,5367
LYPD6B,5368
PDCD4,5369
ADRA2A,5370
GPM6A,5371
WDR17,5372
SPATA4,5373
CD226,5374
DLG2,5375
CCDC83,5376
PRSS23,5377
PPP1R1C,5379
POU2AF2,5380
CCT5,5381
ATPSCKMT,5382
DOCK1,5383
DLAT,5384
PIH1D2,5385
NKAPD1,5386
IL18,5387
TEX12,5388
PTS,5389
USP15,5390
SLC5A12,5391
FREM2,5392
CRIM1,5393;189533
SEC24D,5394
DENR,5395
ABCB9,5396
PITPNM2,5397
RILPL2,5398
TKTL2,5400
PRSS53,5401
SLC7A11,5402
NOCT,5403
CACNA2D4,5404;213784
DCP1B,5405;214993
KCNA6,5406
THRB,5407
NGLY1,5408
OXSM,5410
LDHC,5411
LDHAL6A,5412
TMEM86A,5413
NOPCHAP1,5414
TMEM263,5415
ABTB3,5416
ANK3,5417
FAM53B,5418
PLBD2,5419
SLC2A13,5420
GXYLT1,5421
DIP2C,5422
EIF4E,5423
MAT2B,5425
AKAP6,5426
FAM177A1,5427
TMEM18,5428
THRSP,5429
NDUFC2,5430
NARS2,5431
MYCN,5432
MSGN1,5433
NUBPL,5434
ATP6V1G3,5435;20236
FER,5436
NRXN3,5437
CDC123,5439
SCLT1,5440
C4orf33,5441
SLC25A31,5442
KHDRBS2,5443
PTPRO,5444
EPS8,5445
ACAD8,5446
VPS26B,5447
QDPR,5448
MUC15,5449
QTRT2,5450
CGNL1,5451
POU4F2,5452
PIGF,5453
PPP1R21,5454
WDR35,5455
MFSD6,5456
ASAP2,5457
FLI1,5458
BARX2,5459
TMEM45B,5460
CENPU,5461
ACSL1,5462
SLC25A4,5463
AMN1,5464
VWA8,5465
NBAS,5466
ZNF385D,5467
GUF1,5468
CCDC175,5469
PABPC3,5470
ATP8A2,5471
FBXO4,5472
PARP8,5473
NVL,5474
GLT1D1,5475
FBXW7,5476
RBM46,5477
TXNDC16,5478
KANSL1L,5479
MCHR2,5480
EPHA4,5481
FARSB,5482
KCNE4,5483
TNFSF4,5484
MZT2B,5485;274912
ASTN1,5486
CFC1B,5487
MGAT5,5488
TMEM163,5489
MED13L,5490
GPATCH11,5491
HSPB8,5492
GEMIN6,5493
TMEM178A,5494
OBI1,5495
CYSLTR2,5497
GRID2,5498
ARL11,5499
ARL14EP,5500
EPG5,5501
ATP5F1A,5502
HAUS1,5503
SPC25,5504;188013
G6PC2,5505;189280
PDK1,5506
PTH,5507
PDE3B,5508
TCF7L1,5510;274981
CRYGC,5511;217333
KCNK13,5512
UHMK1,5513
ATG10,5514
FAM151B,5515
GUCY1A2,5516
CWF19L2,5517
HOMER1,5518
XRCC4,5519
ANKRD44,5520
MARS2,5521
BOLL,5522
ZNF547,5523
ZNF304,5524
ZNF773,5525
ZNF551,5526
ZNF256,5527
ZSCAN1,5528
CACNB2,5529
USP12,5530
CAMK4,5531
TRIM36,5532
TMED7-TICAM2,5533
ZFP36L2,5534
FLT1,5535
PLEKHH2,5536
PPM1B,5537
YAP1,5538
IGSF10,5539
SPEF2,5540
SPARCL1,5541
DMP1,5542
MBNL1,5543
GRIA4,5545
UGT3A2,5546
NADK2,5547
NIPBL,5548
GADL1,5549
GPD1L,5550
OTX1,5551
GJA1,5552
GMCL1,5553
CCNO,5554
TIA1,5555
SLC30A6,5556
ITGA1,5557
JADE2,5558
CATSPER3,5559
WASHC2A,5560
DYNLT5,5561
LIPA,5562
BMP3,5563
HHEX,5564
GRM1,5565
GGPS1,5566
ADAMTS18,5567
ZNF117,5568
RAB3C,5569
LMNTD1,5570
RASSF8,5571
RAD17,5572;187598
MED21,5573
PLOD2,5574
STK32B,5575
JAKMIP1,5576
ZIC1,5577
ADGRA3,5578
CPB1,5579
SREK1IP1P1,5580
MR1,5581
SRP19,5582
CENPH,5583
TEKT5,5584
NUBP1,5585
TXNDC11,5586
NPIPA6,5587;192764
RIOK2,5588
CETN3,5590
SMARCA5,5591
SYCP2L,5592
BMP6,5593
UXS1,5594
RASSF3,5595
HNRNPU,5596
RANBP2,5597
TMEM87B,5598
OR14K1,5599
PTPRR,5600
CCDC148,5601
PLA2R1,5602
ITGB6,5603
SCN3A,5604
SCN2A,5605
FEZF2,5606
CADPS,5607
CD96,5608
ATG3,5609
ADGRF1,5611
ADGRF4,5612
FRMD1,5613
TRAPPC8,5614
FAM81B,5615
INO80C,5617
LPCAT1,5618;188425
PLEKHG4B,5619
NMRAL1,5620;192149
ZDHHC11,5621
UBALD1,5622
LYSET,5623;196476
TEX29,5624
SPACA7,5625;187464
FBXL2,5626
UBP1,5627
RMND5A,5629
CD8A,5630
RPIA,5631
VILL,5632
SERPINB3,5633
HGD,5634
GTF2E1,5635
CFDP1,5636
TGIF2LX,5637
SPMIP4,5638
TMPRSS11D,5639
HOXA10,5640
JAZF1,5641
KCNJ16,5642
TRIP12,5643
FBXO36,5644
PGM3,5645
CEBPG,5646
KCTD15,5647
MCOLN2,5648
DDAH1,5649
ERBIN,5650
SREK1,5651
CLCA3P,5652;98223
DGKE,5653
MSI2,5654
HS3ST3A1,5655
GDPD1,5656
SEMA3D,5657
ASB17,5658
GRAP,5659
IMPACT,5661
THY1,5662
C16orf74,5663
TBCEL,5664
JPH3,5665
ANKH,5666
UBASH3B,5667
OTULIN,5668
OR8A1,5669
PANX3,5670
TBRG1,5671
NRGN,5672
GPR15,5673
TOMM70,5674
ABI3BP,5675
CC2D1B,5676
CERS3,5677
PRKCA,5678
ABCA6,5680
C4orf19,5681
UCHL1,5682
DISP1,5683
TNIK,5684
FAM167A,5685;275886
NEIL2,5686;275873
ATP8B4,5687
WNT3A,5688
OBSCN,5689
TRIM11,5690
ENAH,5691
PPP1R3A,5692
CCSAP,5694
ASZ1,5695
SH3RF1,5696
OSCAR,5697;187591;187839;187892;188012;188240;188264;188302;188446;188973
KLHL41,5698
GPR26,5699
DHX32,5700
C10orf90,5701
OLA1,5702
ATP5MC3,5703
PDLIM3,5704
SORBS2,5707
ELOC,5708
LY96,5709
TMSB4Y,5710
CXADR,5711
C21orf91,5712
TMPRSS15,5713
NCAM2,5714
SEL1L2,5715;273418
RABGEF1,5716
ATP5PF,5717
ADAMTS1,5718
ADAMTS5,5719
TSEN2,5720
SLFN13,5721
WNT7A,5722
XPC,5723
MYO5B,5724
FGD5,5725
FLCN,5726
DPH3,5727
OXNAD1,5728
ACAA2,5729
CXXC1,5730
SKA1,5731;162549
PPP4R1,5732
CCDC144BP,5733
USP43,5734
SAMD14,5735
RAB6B,5736
ABCC3,5737
ANKRD40,5738
CA10,5739
ZNF286B,5740;239512
VOPP1,5741
MRPS17,5742
DKK2,5743
CA2,5744
CA3,5745
UNC93B2,5746
ATP6V0D2,5747
AK9,5748
ERCC3,5749
ODF1,5750
KLF10,5751
PIP4P2,5752
OTUD6B,5753
AGPAT5,5754;213978
MAN2B2,5755
OR4K1,5756;274126
MARVELD1,5757
HSPA13,5758
SAMSN1,5759
USP25,5760
GRAMD2B,5762
C16orf87,5763
RHOC,5764
LONP2,5765
TRIM74,5766
NIFK,5767
OXA1L,5768
SLC7A7,5769
CCDC146,5770
GEMIN5,5771
MAGEC1,5772
CNOT8,5773
GRIA1,5774
BOD1,5775
LRGUK,5776
AKR1B1,5777
SETD9,5778
NUP205,5779
CYP2C18,5780
FIRRM,5781
XAGE2,5782
PDE11A,5783
RBM45,5784
PDIA4,5785
KDM8,5786
BANP,5787
OTOA,5788
PPIL3,5789
HYCC2,5790
FLACC1,5792
HSD3BP1,5793
C2CD6,5794
TMEM237,5795
FZD7,5796
DEPTOR,5797
SLC26A2,5798
CSF1R,5799
LSM11,5800
MED7,5801
SLC24A2,5802
TRIM42,5803
PXYLP1,5804
ADCY8,5805
RASA2,5806
ATP1B3,5807
RAET1L,5808
SMC2,5809
TMBIM4,5810
VBP1,5811
AFF2,5812
KIF5A,5814
NAT2,5815
MAGEA8,5816
PSD3,5817
ARHGEF25,5818
MIDEAS,5819
FAM161B,5820
GNAQ,5821
WIF1,5822
UGT2A1,5823
MMP16,5824
ADK,5825
KCNMA1,5826
BATF,5828
DCK,5829
TTLL5,5830
ADAMTS3,5831
CFAP418,5832
DRAM2,5833
STOM,5834
PPEF2,5835
CFAP161,5836
NAAA,5837
ADAMTSL3,5838;273635
SLC28A1,5839
CXCL13,5840
WHAMM,5841
RWDD2B,5842;273363
CCT8,5843;273397
NAA11,5844
BACH1,5845
CLDN17,5846
TSPAN7,5847
TIAM1,5848
SCAF4,5849
ANKRD9,5851
ATP5MJ,5852
FUT6,5853
PCDH1,5854
GDF6,5855
UQCRB,5856
MTERF3,5857
RPL30,5858
KCNS2,5859
TYSND1,5860
CD109,5861
NODAL,5862
PRG3,5863
UBE2L6,5865
ZDHHC5,5866
CELF6,5868
ZFAND3,5869
KAT6B,5870;200350
RAB11FIP1,5871
UNC5D,5872
GLYATL2,5873
AIFM1,5874
BAG4,5875
TBC1D31,5876
NTAQ1,5877
ATAD2,5878
FBXO32,5879
NSMCE2,5880
ZNF689,5881
PRR14,5882
FBRS,5883
FRRS1,5884
SASS6,5885
COX6A2,5886
ZIC3,5888
MALSU1,5889
VPS8,5890
LHFPL4,5891
B3GNT7,5892
MPV17L,5893;188689
BUB1B,5894
